_id,name,email,password,avatar
68f8dcff299b2295231e3476,Natalia,natalia.herrera@email.com,$2b$10$.lvn9Gl9t8GbFbnd4oxDgeOfwAWjNtQ5Cntu7hPtVwDvMhgS8YvIa,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3478,Carolina,carolina.molina@email.com,$2b$10$tTiS1eXz0qAn.VQA9pzdOOzT.M07Hpa5eyRqFl.yZnUB7e4Mb9ytm,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3479,Eduardo,eduardo.jimenez@email.com,$2b$10$fUjARrvWifHOhhPP32zoceksOqwqkCvFhDEsl8BuRW3/2BbdhuVnu,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e347b,Raul,raul.soto@email.com,$2b$10$ehyk2lWOFoiulas3ULf5x.BCKijJMyDpCVcYYIIp.kKCupBwyPWw.,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e347c,Sara,sara.delgado@email.com,$2b$10$9ApahKnMF79IEWlyjoxAHe4dtSlgiqVTUtf0xzA4M1nt1JlRVZDZy,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e347d,Oscar,oscar.miranda@email.com,$2b$10$.YdHkpM.lIhPDb36JeQXUu3MisXpBptmKDUAcgtuQPffh0HjvyGpe,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e347f,Victor,victor.vazquez@email.com,$2b$10$0Ss50YtM8PPf5Fl3UJWzYeQfYckj5Y9PAKlYwEJzhxwPJsria9ga2,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3480,Alejandra,alejandra.leon@email.com,$2b$10$E.GhBeNn5jaUKSEhdLMLGeQSHqYyKmoW9Qv.2PgSwmAHAD0XG198u,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3481,Marcos,marcos.medina@email.com,$2b$10$ufgI/tw8bmBnYaOb209.9.s2mnnOe1nY8ltfsobwvWfhNgF.qJoP2,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3482,Teresa,teresa.guerrero@email.com,$2b$10$SbOE4Ua9ZtzckCfyMqNllePCUyDLZ/WCkdlr92jxHfx6GyzvzHOrK,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3483,Ruben,ruben.contreras@email.com,$2b$10$GzbjEdx8977qM1ER3icEUOb8dzxMkj7/hYS4c9DnW1BzcfexjvHp6,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3484,Beatriz,beatriz.salazar@email.com,$2b$10$j0/bnJF2P.ZqXARHyZhys.vOHIZtBB.GWnPVXNQfrsTa4wiJwp5CC,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3485,Jorge,jorge.mejia@email.com,$2b$10$eKMaWyqS30O.sYojPjn58eSCZZR1S47oHeuHcRVUemc79Q14808Zi,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3486,Diana,diana.figueroa@email.com,$2b$10$Bql/QsvHLEHGI/tNnk8ShuqYpHdGDexNxKmQ30WzH8FHNe5dXRXPe,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3487,Alberto,alberto.lara@email.com,$2b$10$wQCHVGWem1W0Nb/1EOpODenpmbbc/SyEUZGIs9IgnlDsEKkqhUQvO,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3488,Lucia,lucia.sandoval@email.com,$2b$10$Aa5IPMhMdMCB.H6FmeJO8ukcU9BdElrObuR4AFMxSfdUu/3LL.TIa,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e3489,Rosa,rosa.santos@email.com,$2b$10$XRuK371y2iC3zTwv/nqC4ukuyb.DMs.p3JyFnaxwAnLdVdfI8mA6i,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e348a,Arturo,arturo.cruz@email.com,$2b$10$fpKshpAPvWZ.wtBxha3I/OYaQOhJ6XRiV8bbigm0/wFAJxheN0n.m,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e348b,Silvia,silvia.vega@email.com,$2b$10$6SCR79.aDiTiVPZIL.vy5uCGpA7Fz4Ty5ApSL7Y9hkSy6pS7YD3Uq,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e348c,Enrique,enrique.mora@email.com,$2b$10$oyunHkBh004xUNqGULyT6eWJ3fITYlt/cnQO9klebsF8yIvZ/LjSS,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
68f8dcff299b2295231e348d,Angela,angela.pacheco@email.com,$2b$10$rmk3cunEwMu7G5ek/n4niehZnKeZiphNPXhIGpIqM0doqcbSpZupy,https://res.cloudinary.com/dileah1ig/image/upload/v1757442337/avatar_jt1vlf.png
